destination,year,visitor_category,visitors,revenue_lkr,revenue_per_visitor,data_basis,month
Kandy,2017,local,18025,901250,50.0,derived,7
Kandy,2017,local,16976,848800,50.0,derived,8
Kandy,2017,local,13585,679250,50.0,derived,9
Kandy,2017,local,14679,733950,50.0,derived,10
Kandy,2017,local,17335,866750,50.0,derived,11
Kandy,2017,local,22376,1118800,50.0,derived,12
Kandy,2018,foreign,13839,29061900,2100.0,derived,1
Kandy,2018,foreign,13714,28799400,2100.0,derived,2
Kandy,2018,foreign,13578,28513800,2100.0,derived,3
Kandy,2018,foreign,10580,22218000,2100.0,derived,4
Kandy,2018,foreign,8827,18536700,2100.0,derived,5
Kandy,2018,foreign,9742,20458200,2100.0,derived,6
Kandy,2018,foreign,14286,30000600,2100.0,derived,7
Kandy,2018,foreign,13455,28255500,2100.0,derived,8
Kandy,2018,foreign,10766,22608600,2100.0,derived,9
Kandy,2018,foreign,11634,24431400,2100.0,derived,10
Kandy,2018,foreign,13739,28851900,2100.0,derived,11
Kandy,2018,foreign,17735,37243500,2100.0,derived,12
Kandy,2018,local,19203,960150,50.0,derived,1
Kandy,2018,local,19029,951450,50.0,derived,2
Kandy,2018,local,18841,942050,50.0,derived,3
Kandy,2018,local,14681,734050,50.0,derived,4
Kandy,2018,local,12248,612400,50.0,derived,5
Kandy,2018,local,13518,675900,50.0,derived,6
Kandy,2018,local,19823,991150,50.0,derived,7
Kandy,2018,local,18670,933500,50.0,derived,8
Kandy,2018,local,14940,747000,50.0,derived,9
Kandy,2018,local,16144,807200,50.0,derived,10
Kandy,2018,local,19065,953250,50.0,derived,11
Kandy,2018,local,24609,1230450,50.0,derived,12
Kandy,2019,foreign,11332,23797200,2100.0,derived,1
Kandy,2019,foreign,11229,23580900,2100.0,derived,2
Kandy,2019,foreign,11118,23347800,2100.0,derived,3
Kandy,2019,foreign,8663,18192300,2100.0,derived,4
Kandy,2019,foreign,7228,15178800,2100.0,derived,5
Kandy,2019,foreign,7977,16751700,2100.0,derived,6
Kandy,2019,foreign,11698,24565800,2100.0,derived,7
Kandy,2019,foreign,11017,23135700,2100.0,derived,8
Kandy,2019,foreign,8816,18513600,2100.0,derived,9
Kandy,2019,foreign,9527,20006700,2100.0,derived,10
Kandy,2019,foreign,11250,23625000,2100.0,derived,11
Kandy,2019,foreign,14522,30496200,2100.0,derived,12
Kandy,2019,local,16053,802650,50.0,derived,1
Kandy,2019,local,15908,795400,50.0,derived,2
Kandy,2019,local,15751,787550,50.0,derived,3
Kandy,2019,local,12273,613650,50.0,derived,4
Kandy,2019,local,10239,511950,50.0,derived,5
Kandy,2019,local,11301,565050,50.0,derived,6
Kandy,2019,local,16572,828600,50.0,derived,7
Kandy,2019,local,15608,780400,50.0,derived,8
Kandy,2019,local,12489,624450,50.0,derived,9
Kandy,2019,local,13496,674800,50.0,derived,10
Kandy,2019,local,15938,796900,50.0,derived,11
Kandy,2019,local,20573,1028650,50.0,derived,12
Kandy,2020,foreign,2961,6218100,2100.0,derived,1
Kandy,2020,foreign,2934,6161400,2100.0,derived,2
Kandy,2020,foreign,2905,6100500,2100.0,derived,3
Kandy,2020,foreign,2264,4754400,2100.0,derived,4
Kandy,2020,foreign,1889,3966900,2100.0,derived,5
Kandy,2020,foreign,2084,4376400,2100.0,derived,6
Kandy,2020,foreign,3057,6419700,2100.0,derived,7
Kandy,2020,foreign,2879,6045900,2100.0,derived,8
Kandy,2020,foreign,2304,4838400,2100.0,derived,9
Kandy,2020,foreign,2489,5226900,2100.0,derived,10
Kandy,2020,foreign,2940,6174000,2100.0,derived,11
Kandy,2020,foreign,3795,7969500,2100.0,derived,12
Kandy,2020,local,4192,209600,50.0,derived,1
Kandy,2020,local,4154,207700,50.0,derived,2
Kandy,2020,local,4113,205650,50.0,derived,3
Kandy,2020,local,3205,160250,50.0,derived,4
Kandy,2020,local,2674,133700,50.0,derived,5
Kandy,2020,local,2951,147550,50.0,derived,6
Kandy,2020,local,4328,216400,50.0,derived,7
Kandy,2020,local,4076,203800,50.0,derived,8
Kandy,2020,local,3261,163050,50.0,derived,9
Kandy,2020,local,3524,176200,50.0,derived,10
Kandy,2020,local,4162,208100,50.0,derived,11
Kandy,2020,local,5372,268600,50.0,derived,12
Kandy,2021,foreign,1133,2379300,2100.0,derived,1
Kandy,2021,foreign,1123,2358300,2100.0,derived,2
Kandy,2021,foreign,1111,2333100,2100.0,derived,3
Kandy,2021,foreign,866,1818600,2100.0,derived,4
Kandy,2021,foreign,722,1516200,2100.0,derived,5
Kandy,2021,foreign,797,1673700,2100.0,derived,6
Kandy,2021,foreign,1169,2454900,2100.0,derived,7
Kandy,2021,foreign,1101,2312100,2100.0,derived,8
Kandy,2021,foreign,881,1850100,2100.0,derived,9
Kandy,2021,foreign,952,1999200,2100.0,derived,10
Kandy,2021,foreign,1125,2362500,2100.0,derived,11
Kandy,2021,foreign,1452,3049200,2100.0,derived,12
Kandy,2021,local,1630,81500,50.0,derived,1
Kandy,2021,local,1615,80750,50.0,derived,2
Kandy,2021,local,1599,79950,50.0,derived,3
Kandy,2021,local,1246,62300,50.0,derived,4
Kandy,2021,local,1039,51950,50.0,derived,5
Kandy,2021,local,1147,57350,50.0,derived,6
Kandy,2021,local,1682,84100,50.0,derived,7
Kandy,2021,local,1584,79200,50.0,derived,8
Kandy,2021,local,1268,63400,50.0,derived,9
Kandy,2021,local,1370,68500,50.0,derived,10
Kandy,2021,local,1618,80900,50.0,derived,11
Kandy,2021,local,2088,104400,50.0,derived,12
Kandy,2022,foreign,4257,8939700,2100.0,derived,1
Kandy,2022,foreign,4219,8859900,2100.0,derived,2
Kandy,2022,foreign,4177,8771700,2100.0,derived,3
Kandy,2022,foreign,3255,6835500,2100.0,derived,4
Kandy,2022,foreign,2715,5701500,2100.0,derived,5
Kandy,2022,foreign,2997,6293700,2100.0,derived,6
Kandy,2022,foreign,4395,9229500,2100.0,derived,7
Kandy,2022,foreign,4139,8691900,2100.0,derived,8
Kandy,2022,foreign,3312,6955200,2100.0,derived,9
Kandy,2022,foreign,3579,7515900,2100.0,derived,10
Kandy,2022,foreign,4227,8876700,2100.0,derived,11
Kandy,2022,foreign,5456,11457600,2100.0,derived,12
Kandy,2022,local,5973,298650,50.0,derived,1
Kandy,2022,local,5919,295950,50.0,derived,2
Kandy,2022,local,5861,293050,50.0,derived,3
Kandy,2022,local,4566,228300,50.0,derived,4
Kandy,2022,local,3810,190500,50.0,derived,5
Kandy,2022,local,4205,210250,50.0,derived,6
Kandy,2022,local,6166,308300,50.0,derived,7
Kandy,2022,local,5807,290350,50.0,derived,8
Kandy,2022,local,4647,232350,50.0,derived,9
Kandy,2022,local,5022,251100,50.0,derived,10
Kandy,2022,local,5930,296500,50.0,derived,11
Kandy,2022,local,7655,382750,50.0,derived,12
Kandy,2023,foreign,483,1014300,2100.0,derived,1
Kandy,2023,foreign,479,1005900,2100.0,derived,2
Kandy,2023,foreign,474,995400,2100.0,derived,3
Kandy,2023,foreign,369,774900,2100.0,derived,4
Kandy,2023,foreign,308,646800,2100.0,derived,5
Kandy,2023,foreign,340,714000,2100.0,derived,6
Kandy,2023,foreign,499,1047900,2100.0,derived,7
Kandy,2023,foreign,470,987000,2100.0,derived,8
Kandy,2023,foreign,376,789600,2100.0,derived,9
Kandy,2023,foreign,406,852600,2100.0,derived,10
Kandy,2023,foreign,480,1008000,2100.0,derived,11
Kandy,2023,foreign,619,1299900,2100.0,derived,12
Kandy,2023,local,900,45000,50.0,derived,1
Kandy,2023,local,892,44600,50.0,derived,2
Kandy,2023,local,883,44150,50.0,derived,3
Kandy,2023,local,688,34400,50.0,derived,4
Kandy,2023,local,574,28700,50.0,derived,5
Kandy,2023,local,634,31700,50.0,derived,6
Kandy,2023,local,929,46450,50.0,derived,7
Kandy,2023,local,875,43750,50.0,derived,8
Kandy,2023,local,700,35000,50.0,derived,9
Kandy,2023,local,757,37850,50.0,derived,10
Kandy,2023,local,894,44700,50.0,derived,11
Kandy,2023,local,1154,57700,50.0,derived,12
Kandy,2024,foreign,12125,25462500,2100.0,derived,1
Kandy,2024,foreign,12015,25231500,2100.0,derived,2
Kandy,2024,foreign,11896,24981600,2100.0,derived,3
Kandy,2024,foreign,9269,19464900,2100.0,derived,4
Kandy,2024,foreign,7734,16241400,2100.0,derived,5
Kandy,2024,foreign,8535,17923500,2100.0,derived,6
Kandy,2024,foreign,12516,26283600,2100.0,derived,7
Kandy,2024,foreign,11788,24754800,2100.0,derived,8
Kandy,2024,foreign,9433,19809300,2100.0,derived,9
Kandy,2024,foreign,10193,21405300,2100.0,derived,10
Kandy,2024,foreign,12037,25277700,2100.0,derived,11
Kandy,2024,foreign,15538,32629800,2100.0,derived,12
Kandy,2024,local,17008,850400,50.0,derived,1
Kandy,2024,local,16854,842700,50.0,derived,2
Kandy,2024,local,16688,834400,50.0,derived,3
Kandy,2024,local,13003,650150,50.0,derived,4
Kandy,2024,local,10848,542400,50.0,derived,5
Kandy,2024,local,11973,598650,50.0,derived,6
Kandy,2024,local,17557,877850,50.0,derived,7
Kandy,2024,local,16536,826800,50.0,derived,8
Kandy,2024,local,13232,661600,50.0,derived,9
Kandy,2024,local,14299,714950,50.0,derived,10
Kandy,2024,local,16886,844300,50.0,derived,11
Kandy,2024,local,21796,1089800,50.0,derived,12
Kandy,2025,foreign,3542,7438200,2100.0,derived,1
Kandy,2025,foreign,3510,7371000,2100.0,derived,2
Kandy,2025,foreign,3475,7297500,2100.0,derived,3
Kandy,2025,foreign,2708,5686800,2100.0,derived,4
Kandy,2025,foreign,2259,4743900,2100.0,derived,5
Kandy,2025,foreign,2493,5235300,2100.0,derived,6
Kandy,2025,foreign,3656,7677600,2100.0,derived,7
Kandy,2025,foreign,3444,7232400,2100.0,derived,8
Kandy,2025,foreign,2755,5785500,2100.0,derived,9
Kandy,2025,foreign,2978,6253800,2100.0,derived,10
Kandy,2025,foreign,3516,7383600,2100.0,derived,11
Kandy,2025,foreign,4539,9531900,2100.0,derived,12
Kandy,2025,local,1859,92950,50.0,derived,1
Kandy,2025,local,1842,92100,50.0,derived,2
Kandy,2025,local,1824,91200,50.0,derived,3
Kandy,2025,local,1421,71050,50.0,derived,4
Kandy,2025,local,1185,59250,50.0,derived,5
Kandy,2025,local,1308,65400,50.0,derived,6
Kandy,2025,local,1919,95950,50.0,derived,7
Kandy,2025,local,1807,90350,50.0,derived,8
Kandy,2025,local,1446,72300,50.0,derived,9
Kandy,2025,local,1563,78150,50.0,derived,10
Kandy,2025,local,1845,92250,50.0,derived,11
Kandy,2025,local,2382,119100,50.0,derived,12
Mirissa,2015,foreign,6627,39762000,6000.0,derived,1
Mirissa,2015,foreign,6627,39762000,6000.0,derived,2
Mirissa,2015,foreign,5608,33648000,6000.0,derived,3
Mirissa,2015,foreign,3568,21408000,6000.0,derived,4
Mirissa,2015,foreign,1529,9174000,6000.0,derived,5
Mirissa,2015,foreign,1019,6114000,6000.0,derived,6
Mirissa,2015,foreign,2039,12234000,6000.0,derived,7
Mirissa,2015,foreign,2039,12234000,6000.0,derived,8
Mirissa,2015,foreign,2549,15294000,6000.0,derived,9
Mirissa,2015,foreign,3058,18348000,6000.0,derived,10
Mirissa,2015,foreign,6117,36702000,6000.0,derived,11
Mirissa,2015,foreign,8157,48942000,6000.0,derived,12
Mirissa,2015,local,9351,1870200,200.0,derived,1
Mirissa,2015,local,9351,1870200,200.0,derived,2
Mirissa,2015,local,7912,1582400,200.0,derived,3
Mirissa,2015,local,5035,1007000,200.0,derived,4
Mirissa,2015,local,2158,431600,200.0,derived,5
Mirissa,2015,local,1438,287600,200.0,derived,6
Mirissa,2015,local,2877,575400,200.0,derived,7
Mirissa,2015,local,2877,575400,200.0,derived,8
Mirissa,2015,local,3596,719200,200.0,derived,9
Mirissa,2015,local,4316,863200,200.0,derived,10
Mirissa,2015,local,8632,1726400,200.0,derived,11
Mirissa,2015,local,11509,2301800,200.0,derived,12
Mirissa,2016,foreign,7734,46404000,6000.0,derived,1
Mirissa,2016,foreign,7734,46404000,6000.0,derived,2
Mirissa,2016,foreign,6544,39264000,6000.0,derived,3
Mirissa,2016,foreign,4164,24984000,6000.0,derived,4
Mirissa,2016,foreign,1784,10704000,6000.0,derived,5
Mirissa,2016,foreign,1189,7134000,6000.0,derived,6
Mirissa,2016,foreign,2379,14274000,6000.0,derived,7
Mirissa,2016,foreign,2379,14274000,6000.0,derived,8
Mirissa,2016,foreign,2974,17844000,6000.0,derived,9
Mirissa,2016,foreign,3569,21414000,6000.0,derived,10
Mirissa,2016,foreign,7139,42834000,6000.0,derived,11
Mirissa,2016,foreign,9519,57114000,6000.0,derived,12
Mirissa,2016,local,10593,2118600,200.0,derived,1
Mirissa,2016,local,10593,2118600,200.0,derived,2
Mirissa,2016,local,8963,1792600,200.0,derived,3
Mirissa,2016,local,5703,1140600,200.0,derived,4
Mirissa,2016,local,2444,488800,200.0,derived,5
Mirissa,2016,local,1629,325800,200.0,derived,6
Mirissa,2016,local,3259,651800,200.0,derived,7
Mirissa,2016,local,3259,651800,200.0,derived,8
Mirissa,2016,local,4074,814800,200.0,derived,9
Mirissa,2016,local,4889,977800,200.0,derived,10
Mirissa,2016,local,9778,1955600,200.0,derived,11
Mirissa,2016,local,13037,2607400,200.0,derived,12
Mirissa,2017,foreign,7863,47178000,6000.0,derived,1
Mirissa,2017,foreign,7863,47178000,6000.0,derived,2
Mirissa,2017,foreign,6653,39918000,6000.0,derived,3
Mirissa,2017,foreign,4234,25404000,6000.0,derived,4
Mirissa,2017,foreign,1814,10884000,6000.0,derived,5
Mirissa,2017,foreign,1209,7254000,6000.0,derived,6
Mirissa,2017,foreign,2419,14514000,6000.0,derived,7
Mirissa,2017,foreign,2419,14514000,6000.0,derived,8
Mirissa,2017,foreign,3024,18144000,6000.0,derived,9
Mirissa,2017,foreign,3629,21774000,6000.0,derived,10
Mirissa,2017,foreign,7258,43548000,6000.0,derived,11
Mirissa,2017,foreign,9678,58068000,6000.0,derived,12
Mirissa,2017,local,10824,2164800,200.0,derived,1
Mirissa,2017,local,10824,2164800,200.0,derived,2
Mirissa,2017,local,9159,1831800,200.0,derived,3
Mirissa,2017,local,5828,1165600,200.0,derived,4
Mirissa,2017,local,2497,499400,200.0,derived,5
Mirissa,2017,local,1665,333000,200.0,derived,6
Mirissa,2017,local,3330,666000,200.0,derived,7
Mirissa,2017,local,3330,666000,200.0,derived,8
Mirissa,2017,local,4163,832600,200.0,derived,9
Mirissa,2017,local,4995,999000,200.0,derived,10
Mirissa,2017,local,9991,1998200,200.0,derived,11
Mirissa,2017,local,13322,2664400,200.0,derived,12
Mirissa,2018,foreign,8662,51972000,6000.0,derived,1
Mirissa,2018,foreign,8662,51972000,6000.0,derived,2
Mirissa,2018,foreign,7330,43980000,6000.0,derived,3
Mirissa,2018,foreign,4664,27984000,6000.0,derived,4
Mirissa,2018,foreign,1999,11994000,6000.0,derived,5
Mirissa,2018,foreign,1332,7992000,6000.0,derived,6
Mirissa,2018,foreign,2665,15990000,6000.0,derived,7
Mirissa,2018,foreign,2665,15990000,6000.0,derived,8
Mirissa,2018,foreign,3331,19986000,6000.0,derived,9
Mirissa,2018,foreign,3998,23988000,6000.0,derived,10
Mirissa,2018,foreign,7996,47976000,6000.0,derived,11
Mirissa,2018,foreign,10661,63966000,6000.0,derived,12
Mirissa,2018,local,12006,2401200,200.0,derived,1
Mirissa,2018,local,12006,2401200,200.0,derived,2
Mirissa,2018,local,10159,2031800,200.0,derived,3
Mirissa,2018,local,6465,1293000,200.0,derived,4
Mirissa,2018,local,2770,554000,200.0,derived,5
Mirissa,2018,local,1847,369400,200.0,derived,6
Mirissa,2018,local,3694,738800,200.0,derived,7
Mirissa,2018,local,3694,738800,200.0,derived,8
Mirissa,2018,local,4617,923400,200.0,derived,9
Mirissa,2018,local,5541,1108200,200.0,derived,10
Mirissa,2018,local,11083,2216600,200.0,derived,11
Mirissa,2018,local,14777,2955400,200.0,derived,12
Mirissa,2019,foreign,7100,42600000,6000.0,derived,1
Mirissa,2019,foreign,7100,42600000,6000.0,derived,2
Mirissa,2019,foreign,6008,36048000,6000.0,derived,3
Mirissa,2019,foreign,3823,22938000,6000.0,derived,4
Mirissa,2019,foreign,1638,9828000,6000.0,derived,5
Mirissa,2019,foreign,1092,6552000,6000.0,derived,6
Mirissa,2019,foreign,2184,13104000,6000.0,derived,7
Mirissa,2019,foreign,2184,13104000,6000.0,derived,8
Mirissa,2019,foreign,2731,16386000,6000.0,derived,9
Mirissa,2019,foreign,3277,19662000,6000.0,derived,10
Mirissa,2019,foreign,6554,39324000,6000.0,derived,11
Mirissa,2019,foreign,8739,52434000,6000.0,derived,12
Mirissa,2019,local,9899,1979800,200.0,derived,1
Mirissa,2019,local,9899,1979800,200.0,derived,2
Mirissa,2019,local,8376,1675200,200.0,derived,3
Mirissa,2019,local,5330,1066000,200.0,derived,4
Mirissa,2019,local,2284,456800,200.0,derived,5
Mirissa,2019,local,1522,304400,200.0,derived,6
Mirissa,2019,local,3045,609000,200.0,derived,7
Mirissa,2019,local,3045,609000,200.0,derived,8
Mirissa,2019,local,3807,761400,200.0,derived,9
Mirissa,2019,local,4568,913600,200.0,derived,10
Mirissa,2019,local,9137,1827400,200.0,derived,11
Mirissa,2019,local,12183,2436600,200.0,derived,12
Mirissa,2020,foreign,1861,11166000,6000.0,derived,1
Mirissa,2020,foreign,1861,11166000,6000.0,derived,2
Mirissa,2020,foreign,1574,9444000,6000.0,derived,3
Mirissa,2020,foreign,1002,6012000,6000.0,derived,4
Mirissa,2020,foreign,429,2574000,6000.0,derived,5
Mirissa,2020,foreign,286,1716000,6000.0,derived,6
Mirissa,2020,foreign,572,3432000,6000.0,derived,7
Mirissa,2020,foreign,572,3432000,6000.0,derived,8
Mirissa,2020,foreign,715,4290000,6000.0,derived,9
Mirissa,2020,foreign,859,5154000,6000.0,derived,10
Mirissa,2020,foreign,1718,10308000,6000.0,derived,11
Mirissa,2020,foreign,2290,13740000,6000.0,derived,12
Mirissa,2020,local,2670,534000,200.0,derived,1
Mirissa,2020,local,2670,534000,200.0,derived,2
Mirissa,2020,local,2259,451800,200.0,derived,3
Mirissa,2020,local,1437,287400,200.0,derived,4
Mirissa,2020,local,616,123200,200.0,derived,5
Mirissa,2020,local,410,82000,200.0,derived,6
Mirissa,2020,local,821,164200,200.0,derived,7
Mirissa,2020,local,821,164200,200.0,derived,8
Mirissa,2020,local,1026,205200,200.0,derived,9
Mirissa,2020,local,1232,246400,200.0,derived,10
Mirissa,2020,local,2464,492800,200.0,derived,11
Mirissa,2020,local,3286,657200,200.0,derived,12
Mirissa,2021,foreign,727,4362000,6000.0,derived,1
Mirissa,2021,foreign,727,4362000,6000.0,derived,2
Mirissa,2021,foreign,615,3690000,6000.0,derived,3
Mirissa,2021,foreign,391,2346000,6000.0,derived,4
Mirissa,2021,foreign,167,1002000,6000.0,derived,5
Mirissa,2021,foreign,111,666000,6000.0,derived,6
Mirissa,2021,foreign,223,1338000,6000.0,derived,7
Mirissa,2021,foreign,223,1338000,6000.0,derived,8
Mirissa,2021,foreign,279,1674000,6000.0,derived,9
Mirissa,2021,foreign,335,2010000,6000.0,derived,10
Mirissa,2021,foreign,671,4026000,6000.0,derived,11
Mirissa,2021,foreign,895,5370000,6000.0,derived,12
Mirissa,2021,local,1003,200600,200.0,derived,1
Mirissa,2021,local,1003,200600,200.0,derived,2
Mirissa,2021,local,849,169800,200.0,derived,3
Mirissa,2021,local,540,108000,200.0,derived,4
Mirissa,2021,local,231,46200,200.0,derived,5
Mirissa,2021,local,154,30800,200.0,derived,6
Mirissa,2021,local,308,61600,200.0,derived,7
Mirissa,2021,local,308,61600,200.0,derived,8
Mirissa,2021,local,386,77200,200.0,derived,9
Mirissa,2021,local,463,92600,200.0,derived,10
Mirissa,2021,local,926,185200,200.0,derived,11
Mirissa,2021,local,1235,247000,200.0,derived,12
Mirissa,2022,foreign,2642,15852000,6000.0,derived,1
Mirissa,2022,foreign,2642,15852000,6000.0,derived,2
Mirissa,2022,foreign,2236,13416000,6000.0,derived,3
Mirissa,2022,foreign,1422,8532000,6000.0,derived,4
Mirissa,2022,foreign,609,3654000,6000.0,derived,5
Mirissa,2022,foreign,406,2436000,6000.0,derived,6
Mirissa,2022,foreign,813,4878000,6000.0,derived,7
Mirissa,2022,foreign,813,4878000,6000.0,derived,8
Mirissa,2022,foreign,1016,6096000,6000.0,derived,9
Mirissa,2022,foreign,1219,7314000,6000.0,derived,10
Mirissa,2022,foreign,2439,14634000,6000.0,derived,11
Mirissa,2022,foreign,3252,19512000,6000.0,derived,12
Mirissa,2022,local,3735,747000,200.0,derived,1
Mirissa,2022,local,3735,747000,200.0,derived,2
Mirissa,2022,local,3161,632200,200.0,derived,3
Mirissa,2022,local,2011,402200,200.0,derived,4
Mirissa,2022,local,862,172400,200.0,derived,5
Mirissa,2022,local,574,114800,200.0,derived,6
Mirissa,2022,local,1149,229800,200.0,derived,7
Mirissa,2022,local,1149,229800,200.0,derived,8
Mirissa,2022,local,1436,287200,200.0,derived,9
Mirissa,2022,local,1724,344800,200.0,derived,10
Mirissa,2022,local,3448,689600,200.0,derived,11
Mirissa,2022,local,4598,919600,200.0,derived,12
Mirissa,2023,foreign,5484,32904000,6000.0,derived,1
Mirissa,2023,foreign,5484,32904000,6000.0,derived,2
Mirissa,2023,foreign,4640,27840000,6000.0,derived,3
Mirissa,2023,foreign,2953,17718000,6000.0,derived,4
Mirissa,2023,foreign,1265,7590000,6000.0,derived,5
Mirissa,2023,foreign,843,5058000,6000.0,derived,6
Mirissa,2023,foreign,1687,10122000,6000.0,derived,7
Mirissa,2023,foreign,1687,10122000,6000.0,derived,8
Mirissa,2023,foreign,2109,12654000,6000.0,derived,9
Mirissa,2023,foreign,2531,15186000,6000.0,derived,10
Mirissa,2023,foreign,5062,30372000,6000.0,derived,11
Mirissa,2023,foreign,6749,40494000,6000.0,derived,12
Mirissa,2023,local,7668,1533600,200.0,derived,1
Mirissa,2023,local,7668,1533600,200.0,derived,2
Mirissa,2023,local,6488,1297600,200.0,derived,3
Mirissa,2023,local,4129,825800,200.0,derived,4
Mirissa,2023,local,1769,353800,200.0,derived,5
Mirissa,2023,local,1179,235800,200.0,derived,6
Mirissa,2023,local,2359,471800,200.0,derived,7
Mirissa,2023,local,2359,471800,200.0,derived,8
Mirissa,2023,local,2949,589800,200.0,derived,9
Mirissa,2023,local,3539,707800,200.0,derived,10
Mirissa,2023,local,7078,1415600,200.0,derived,11
Mirissa,2023,local,9438,1887600,200.0,derived,12
Mirissa,2024,foreign,7718,46308000,6000.0,derived,1
Mirissa,2024,foreign,7718,46308000,6000.0,derived,2
Mirissa,2024,foreign,6531,39186000,6000.0,derived,3
Mirissa,2024,foreign,4156,24936000,6000.0,derived,4
Mirissa,2024,foreign,1781,10686000,6000.0,derived,5
Mirissa,2024,foreign,1187,7122000,6000.0,derived,6
Mirissa,2024,foreign,2375,14250000,6000.0,derived,7
Mirissa,2024,foreign,2375,14250000,6000.0,derived,8
Mirissa,2024,foreign,2968,17808000,6000.0,derived,9
Mirissa,2024,foreign,3562,21372000,6000.0,derived,10
Mirissa,2024,foreign,7125,42750000,6000.0,derived,11
Mirissa,2024,foreign,9500,57000000,6000.0,derived,12
Mirissa,2024,local,10672,2134400,200.0,derived,1
Mirissa,2024,local,10672,2134400,200.0,derived,2
Mirissa,2024,local,9030,1806000,200.0,derived,3
Mirissa,2024,local,5746,1149200,200.0,derived,4
Mirissa,2024,local,2462,492400,200.0,derived,5
Mirissa,2024,local,1641,328200,200.0,derived,6
Mirissa,2024,local,3283,656600,200.0,derived,7
Mirissa,2024,local,3283,656600,200.0,derived,8
Mirissa,2024,local,4104,820800,200.0,derived,9
Mirissa,2024,local,4925,985000,200.0,derived,10
Mirissa,2024,local,9851,1970200,200.0,derived,11
Mirissa,2024,local,13135,2627000,200.0,derived,12
Mirissa,2025,foreign,8971,53826000,6000.0,derived,1
Mirissa,2025,foreign,8971,53826000,6000.0,derived,2
Mirissa,2025,foreign,7591,45546000,6000.0,derived,3
Mirissa,2025,foreign,4830,28980000,6000.0,derived,4
Mirissa,2025,foreign,2070,12420000,6000.0,derived,5
Mirissa,2025,foreign,1380,8280000,6000.0,derived,6
Mirissa,2025,foreign,2760,16560000,6000.0,derived,7
Mirissa,2025,foreign,2760,16560000,6000.0,derived,8
Mirissa,2025,foreign,3450,20700000,6000.0,derived,9
Mirissa,2025,foreign,4140,24840000,6000.0,derived,10
Mirissa,2025,foreign,8281,49686000,6000.0,derived,11
Mirissa,2025,foreign,11041,66246000,6000.0,derived,12
Mirissa,2025,local,12479,2495800,200.0,derived,1
Mirissa,2025,local,12479,2495800,200.0,derived,2
Mirissa,2025,local,10559,2111800,200.0,derived,3
Mirissa,2025,local,6719,1343800,200.0,derived,4
Mirissa,2025,local,2879,575800,200.0,derived,5
Mirissa,2025,local,1919,383800,200.0,derived,6
Mirissa,2025,local,3839,767800,200.0,derived,7
Mirissa,2025,local,3839,767800,200.0,derived,8
Mirissa,2025,local,4799,959800,200.0,derived,9
Mirissa,2025,local,5759,1151800,200.0,derived,10
Mirissa,2025,local,11519,2303800,200.0,derived,11
Mirissa,2025,local,15359,3071800,200.0,derived,12
Negombo,2015,foreign,2981,1788600,600.0,derived,1
Negombo,2015,foreign,2954,1772400,600.0,derived,2
Negombo,2015,foreign,2925,1755000,600.0,derived,3
Negombo,2015,foreign,2279,1367400,600.0,derived,4
Negombo,2015,foreign,1901,1140600,600.0,derived,5
Negombo,2015,foreign,2099,1259400,600.0,derived,6
Negombo,2015,foreign,3078,1846800,600.0,derived,7
Negombo,2015,foreign,2899,1739400,600.0,derived,8
Negombo,2015,foreign,2319,1391400,600.0,derived,9
Negombo,2015,foreign,2506,1503600,600.0,derived,10
Negombo,2015,foreign,2960,1776000,600.0,derived,11
Negombo,2015,foreign,3821,2292600,600.0,derived,12
Negombo,2015,local,4160,124800,30.0,derived,1
Negombo,2015,local,4123,123690,30.0,derived,2
Negombo,2015,local,4082,122460,30.0,derived,3
Negombo,2015,local,3180,95400,30.0,derived,4
Negombo,2015,local,2653,79590,30.0,derived,5
Negombo,2015,local,2929,87870,30.0,derived,6
Negombo,2015,local,4295,128850,30.0,derived,7
Negombo,2015,local,4045,121350,30.0,derived,8
Negombo,2015,local,3237,97110,30.0,derived,9
Negombo,2015,local,3498,104940,30.0,derived,10
Negombo,2015,local,4130,123900,30.0,derived,11
Negombo,2015,local,5332,159960,30.0,derived,12
Negombo,2016,foreign,3359,2015400,600.0,derived,1
Negombo,2016,foreign,3329,1997400,600.0,derived,2
Negombo,2016,foreign,3296,1977600,600.0,derived,3
Negombo,2016,foreign,2568,1540800,600.0,derived,4
Negombo,2016,foreign,2142,1285200,600.0,derived,5
Negombo,2016,foreign,2365,1419000,600.0,derived,6
Negombo,2016,foreign,3467,2080200,600.0,derived,7
Negombo,2016,foreign,3266,1959600,600.0,derived,8
Negombo,2016,foreign,2613,1567800,600.0,derived,9
Negombo,2016,foreign,2824,1694400,600.0,derived,10
Negombo,2016,foreign,3335,2001000,600.0,derived,11
Negombo,2016,foreign,4305,2583000,600.0,derived,12
Negombo,2016,local,4660,139800,30.0,derived,1
Negombo,2016,local,4617,138510,30.0,derived,2
Negombo,2016,local,4572,137160,30.0,derived,3
Negombo,2016,local,3562,106860,30.0,derived,4
Negombo,2016,local,2972,89160,30.0,derived,5
Negombo,2016,local,3280,98400,30.0,derived,6
Negombo,2016,local,4810,144300,30.0,derived,7
Negombo,2016,local,4530,135900,30.0,derived,8
Negombo,2016,local,3625,108750,30.0,derived,9
Negombo,2016,local,3917,117510,30.0,derived,10
Negombo,2016,local,4626,138780,30.0,derived,11
