destination,year,visitor_category,visitors,revenue_lkr,revenue_per_visitor,data_basis,month
Galle Fort,2015,foreign,20339,14237300,700.0,official,0
Galle Fort,2015,local,18474,554220,30.0,official,0
Galle Fort,2016,foreign,15531,10871700,700.0,official,0
Galle Fort,2016,local,13807,414210,30.0,official,0
Galle Fort,2017,foreign,15602,10921400,700.0,official,0
Galle Fort,2017,local,13215,396450,30.0,official,0
Galle Fort,2018,foreign,16753,11727100,700.0,official,0
Galle Fort,2018,local,14647,439410,30.0,official,0
Galle Fort,2020,foreign,13416,9391200,700.0,official,0
Galle Fort,2020,local,11317,339510,30.0,official,0
Kandy,2023,foreign,5288,11104800,2100.0,official,0
Kandy,2023,local,9940,497000,50.0,official,0
Anuradhapura,2023,foreign,66344,258741600,3900.0,official,0
Anuradhapura,2023,local,82696,4961760,60.0,official,0
Sigiriya,2023,foreign,272475,2574888750,9450.0,official,0
Sigiriya,2023,local,627712,62771200,100.0,official,0
Polonnaruwa,2023,foreign,181491,707814900,3900.0,official,0
Polonnaruwa,2023,local,123266,7395960,60.0,official,0
Galle Fort,2023,foreign,10555,7388500,700.0,official,0
Galle Fort,2023,local,54050,1621500,30.0,official,0
Jaffna,2023,foreign,10292,6175200,600.0,official,0
Jaffna,2023,local,244827,7344810,30.0,official,0
Dambulla,2023,foreign,270,972000,3600.0,official,0
Dambulla,2023,local,687,34350,50.0,official,0
Galle Fort,2025,foreign,28146,19702200,700.0,official,0
Galle Fort,2025,local,39758,1192740,30.0,official,0
Kandy,2025,foreign,38771,81419100,2100.0,official,0
Kandy,2025,local,20418,1020900,50.0,official,0
Anuradhapura,2025,foreign,159953,623816700,3900.0,official,0
Anuradhapura,2025,local,113016,6780960,60.0,official,0
Sigiriya,2025,foreign,582687,5506392150,9450.0,official,0
Sigiriya,2025,local,504231,50423100,100.0,official,0
Jaffna,2025,foreign,14532,8719200,600.0,official,0
Jaffna,2025,local,235381,7061430,30.0,official,0
Dambulla,2025,foreign,540,1944000,3600.0,official,0
Dambulla,2025,local,666,33300,50.0,official,0
Yala,2017,foreign,467799,4303750800,9200.0,official,0
Yala,2017,local,528812,63457440,120.0,official,0
Horton Plains,2017,foreign,121725,1034662500,8500.0,official,0
Horton Plains,2017,local,313579,31357900,100.0,official,0
Polonnaruwa,2017,foreign,213713,833480700,3900.0,official,0
Polonnaruwa,2017,local,230149,13808940,60.0,official,0
Anuradhapura,2017,foreign,24247,94563300,3900.0,official,0
Anuradhapura,2017,local,46613,2796780,60.0,official,0
Trincomalee,2017,foreign,25128,105537600,4200.0,official,0
Trincomalee,2017,local,79531,6362480,80.0,official,0
Unawatuna,2017,foreign,2508,1755600,700.0,official,0
Unawatuna,2017,local,23270,698100,30.0,official,0
Yala,2018,foreign,544931,5013365200,9200.0,official,0
Yala,2018,local,635809,76297080,120.0,official,0
Horton Plains,2018,foreign,117632,999872000,8500.0,official,0
Horton Plains,2018,local,293626,29362600,100.0,official,0
Polonnaruwa,2018,foreign,257237,1003224300,3900.0,official,0
Polonnaruwa,2018,local,255265,15315900,60.0,official,0
Trincomalee,2018,foreign,33120,139104000,4200.0,official,0
Trincomalee,2018,local,86885,6950800,80.0,official,0
Yala,2020,foreign,123472,1135942400,9200.0,official,0
Yala,2020,local,248137,29776440,120.0,official,0
Horton Plains,2020,foreign,20382,173247000,8500.0,official,0
Horton Plains,2020,local,100644,10064400,100.0,official,0
Polonnaruwa,2020,foreign,2264,8829600,3900.0,official,0
Polonnaruwa,2020,local,52211,3132660,60.0,official,0
Anuradhapura,2020,foreign,7365,28723500,3900.0,official,0
Anuradhapura,2020,local,31737,1904220,60.0,official,0
Trincomalee,2020,foreign,1181,4960200,4200.0,official,0
Trincomalee,2020,local,28114,2249120,80.0,official,0
Yala,2023,foreign,315797,2905332400,9200.0,official,0
Yala,2023,local,377276,45273120,120.0,official,0
Horton Plains,2023,foreign,30950,263075000,8500.0,official,0
Horton Plains,2023,local,214756,21475600,100.0,official,0
Trincomalee,2023,foreign,9384,39412800,4200.0,official,0
Trincomalee,2023,local,53992,4319360,80.0,official,0
Unawatuna,2023,foreign,1385,969500,700.0,official,0
Unawatuna,2023,local,31062,931860,30.0,official,0
Yala,2025,foreign,647908,5960753600,9200.0,official,0
Yala,2025,local,556523,66782760,120.0,official,0
Horton Plains,2025,foreign,51770,440045000,8500.0,official,0
Horton Plains,2025,local,335313,33531300,100.0,official,0
Polonnaruwa,2025,foreign,118670,462813000,3900.0,official,0
Polonnaruwa,2025,local,133940,8036400,60.0,official,0
Trincomalee,2025,foreign,20585,86457000,4200.0,official,0
Trincomalee,2025,local,73389,5871120,80.0,official,0
Unawatuna,2025,foreign,1613,1129100,700.0,official,0
Unawatuna,2025,local,35042,1051260,30.0,official,0
Yala,1990,foreign,125,1150000,9200.0,official,0
Yala,1991,foreign,164,1508800,9200.0,official,0
Yala,1992,foreign,293,2695600,9200.0,official,0
Yala,1993,foreign,1174,10800800,9200.0,official,0
Yala,1994,foreign,2349,21610800,9200.0,official,0
Yala,1994,foreign,600,5520000,9200.0,official,0
Yala,1995,foreign,2347,21592400,9200.0,official,0
Yala,1995,foreign,424,3900800,9200.0,official,0
Yala,1996,foreign,1651,15189200,9200.0,official,0
Yala,1996,foreign,318,2925600,9200.0,official,0
Yala,1997,foreign,1319,12134800,9200.0,official,0
Yala,1997,foreign,1156,10635200,9200.0,official,0
Yala,1998,foreign,969,8914800,9200.0,official,0
Yala,1998,foreign,1481,13625200,9200.0,official,0
Yala,1999,foreign,2219,20414800,9200.0,official,0
Yala,1999,foreign,1967,18096400,9200.0,official,0
Yala,2000,foreign,2762,25410400,9200.0,official,0
Yala,2000,foreign,1725,15870000,9200.0,official,0
Yala,2001,foreign,2737,25180400,9200.0,official,0
Yala,2001,foreign,1189,10938800,9200.0,official,0
Yala,2002,foreign,2804,25796800,9200.0,official,0
Yala,2002,foreign,1610,14812000,9200.0,official,0
Yala,2003,foreign,5052,46478400,9200.0,official,0
Yala,2003,foreign,2476,22779200,9200.0,official,0
Yala,2004,foreign,5262,48410400,9200.0,official,0
Yala,2004,foreign,3222,29642400,9200.0,official,0
Yala,2005,foreign,2602,23938400,9200.0,official,0
Yala,2005,foreign,1761,16201200,9200.0,official,0
Yala,2006,foreign,4936,45411200,9200.0,official,0
Yala,2006,foreign,2555,23506000,9200.0,official,0
Yala,2007,foreign,3287,30240400,9200.0,official,0
Yala,2007,foreign,2208,20313600,9200.0,official,0
Yala,2008,foreign,3011,27701200,9200.0,official,0
Yala,2008,foreign,1980,18216000,9200.0,official,0
Yala,2009,foreign,5458,50213600,9200.0,official,0
Yala,2009,foreign,1072,9862400,9200.0,official,0
Yala,2010,foreign,13461,123841200,9200.0,official,0
Anuradhapura,2010,foreign,385,1501500,3900.0,official,0
Yala,2010,foreign,2469,22714800,9200.0,official,0
Yala,2011,foreign,16772,154302400,9200.0,official,0
Anuradhapura,2011,foreign,995,3880500,3900.0,official,0
Yala,2011,foreign,3644,33524800,9200.0,official,0
Yala,2012,foreign,24159,222262800,9200.0,official,0
Anuradhapura,2012,foreign,2572,10030800,3900.0,official,0
Yala,2012,foreign,271,2493200,9200.0,official,0
Yala,2012,foreign,4701,43249200,9200.0,official,0
Yala,2013,foreign,29628,272577600,9200.0,official,0
Anuradhapura,2013,foreign,23425,91357500,3900.0,official,0
Yala,2013,foreign,8595,79074000,9200.0,official,0
Yala,2013,foreign,126,1159200,9200.0,official,0
Yala,2014,foreign,39233,360943600,9200.0,official,0
Anuradhapura,2014,foreign,6713,26180700,3900.0,official,0
Yala,2014,foreign,500,4600000,9200.0,official,0
Yala,2014,foreign,12046,110823200,9200.0,official,0
Yala,2015,foreign,45577,419308400,9200.0,official,0
Anuradhapura,2015,foreign,9557,37272300,3900.0,official,0
Yala,2015,foreign,685,6302000,9200.0,official,0
Yala,2015,foreign,18799,172950800,9200.0,official,0
Yala,2016,foreign,62007,570464400,9200.0,official,0
Anuradhapura,2016,foreign,8633,33668700,3900.0,official,0
Yala,2016,foreign,952,8758400,9200.0,official,0
Yala,2016,foreign,28184,259292800,9200.0,official,0
Yala,2017,foreign,67808,623833600,9200.0,official,0
Anuradhapura,2017,foreign,12301,47973900,3900.0,official,0
Yala,2017,foreign,1165,10718000,9200.0,official,0
Yala,2017,foreign,33703,310067600,9200.0,official,0
Yala,2018,foreign,74419,684654800,9200.0,official,0
Anuradhapura,2018,foreign,19713,76880700,3900.0,official,0
Yala,2018,foreign,1635,15042000,9200.0,official,0
Yala,2018,foreign,53984,496652800,9200.0,official,0
Yala,2019,foreign,57044,524804800,9200.0,official,0
Anuradhapura,2019,foreign,16293,63542700,3900.0,official,0
Yala,2019,foreign,1246,11463200,9200.0,official,0
Yala,2019,foreign,49844,458564800,9200.0,official,0
Yala,2020,foreign,19500,179400000,9200.0,official,0
Anuradhapura,2020,foreign,5094,19866600,3900.0,official,0
Yala,2020,foreign,117,1076400,9200.0,official,0
Yala,2020,foreign,15660,144072000,9200.0,official,0
Yala,2021,foreign,7673151,70592989200,9200.0,official,0
Anuradhapura,2021,foreign,1184254,4618590600,3900.0,official,0
Yala,2021,foreign,86522,796002400,9200.0,official,0
Yala,2021,foreign,2611164,24022708800,9200.0,official,0
Yala,2022,foreign,59607157,548385844400,9200.0,official,0
Anuradhapura,2022,foreign,13401184,52264617600,3900.0,official,0
Yala,2022,foreign,1014789,9336058800,9200.0,official,0
Yala,2022,foreign,27857290,256287068000,9200.0,official,0
Yala,2023,foreign,185698,1708421600,9200.0,official,0
Anuradhapura,2023,foreign,51138,199438200,3900.0,official,0
Yala,2023,foreign,2995,27554000,9200.0,official,0
Yala,2023,foreign,78824,725180800,9200.0,official,0
Cultural Triangle (aggregate),1990,foreign,124382,44700000,359.38,official,0
Cultural Triangle (aggregate),1991,foreign,132641,69600000,524.72,official,0
Cultural Triangle (aggregate),1992,foreign,153817,102300000,665.08,official,0
Cultural Triangle (aggregate),1993,foreign,148913,149600000,1004.61,official,0
Cultural Triangle (aggregate),1994,foreign,168402,176100000,1045.71,official,0
Cultural Triangle (aggregate),1995,foreign,166661,168700000,1012.23,official,0
Cultural Triangle (aggregate),1997,foreign,144517,186000000,1287.05,official,0
Cultural Triangle (aggregate),1998,foreign,165463,225000000,1359.82,official,0
Cultural Triangle (aggregate),1999,foreign,207398,300500000,1448.91,official,0
Cultural Triangle (aggregate),2001,foreign,129201,222000000,1718.25,official,0
Cultural Triangle (aggregate),2003,foreign,212521,403300000,1897.69,official,0
Cultural Triangle (aggregate),2004,foreign,246380,543100000,2204.32,official,0
Cultural Triangle (aggregate),2005,foreign,110443,284700000,2577.8,official,0
Cultural Triangle (aggregate),2006,foreign,138232,400900000,2900.2,official,0
Cultural Triangle (aggregate),2008,foreign,112190,307500000,2740.89,official,0
Cultural Triangle (aggregate),2009,foreign,109404,402800000,3681.77,official,0
Cultural Triangle (aggregate),2010,foreign,197947,743500000,3756.06,official,0
Cultural Triangle (aggregate),2011,foreign,239920,998200000,4160.55,official,0
Cultural Triangle (aggregate),2013,foreign,504699,1727100000,3422.04,official,0
Cultural Triangle (aggregate),2014,foreign,627136,2178500000,3473.73,official,0
Cultural Triangle (aggregate),2015,foreign,355370,1236700000,3480.03,official,0
Cultural Triangle (aggregate),2016,foreign,905333,3363300000,3714.99,official,0
Cultural Triangle (aggregate),2017,foreign,978606,3774400000,3856.91,official,0
Cultural Triangle (aggregate),2018,foreign,979171,4199500000,4288.83,official,0
Cultural Triangle (aggregate),2019,foreign,730854,3288100000,4498.98,official,0
Anuradhapura,2015,foreign,5912,23056800,3900.0,derived,1
Anuradhapura,2015,foreign,5859,22850100,3900.0,derived,2
Anuradhapura,2015,foreign,5801,22623900,3900.0,derived,3
Anuradhapura,2015,foreign,4520,17628000,3900.0,derived,4
Anuradhapura,2015,foreign,3771,14706900,3900.0,derived,5
Anuradhapura,2015,foreign,4162,16231800,3900.0,derived,6
Anuradhapura,2015,foreign,6103,23801700,3900.0,derived,7
Anuradhapura,2015,foreign,5748,22417200,3900.0,derived,8
Anuradhapura,2015,foreign,4599,17936100,3900.0,derived,9
Anuradhapura,2015,foreign,4970,19383000,3900.0,derived,10
Anuradhapura,2015,foreign,5869,22889100,3900.0,derived,11
Anuradhapura,2015,foreign,7576,29546400,3900.0,derived,12
Anuradhapura,2015,local,8128,487680,60.0,derived,1
Anuradhapura,2015,local,8054,483240,60.0,derived,2
Anuradhapura,2015,local,7975,478500,60.0,derived,3
Anuradhapura,2015,local,6214,372840,60.0,derived,4
Anuradhapura,2015,local,5184,311040,60.0,derived,5
Anuradhapura,2015,local,5722,343320,60.0,derived,6
Anuradhapura,2015,local,8390,503400,60.0,derived,7
Anuradhapura,2015,local,7902,474120,60.0,derived,8
Anuradhapura,2015,local,6323,379380,60.0,derived,9
Anuradhapura,2015,local,6833,409980,60.0,derived,10
Anuradhapura,2015,local,8069,484140,60.0,derived,11
Anuradhapura,2015,local,10416,624960,60.0,derived,12
Anuradhapura,2016,foreign,6750,26325000,3900.0,derived,1
Anuradhapura,2016,foreign,6689,26087100,3900.0,derived,2
Anuradhapura,2016,foreign,6623,25829700,3900.0,derived,3
Anuradhapura,2016,foreign,5160,20124000,3900.0,derived,4
Anuradhapura,2016,foreign,4305,16789500,3900.0,derived,5
Anuradhapura,2016,foreign,4752,18532800,3900.0,derived,6
Anuradhapura,2016,foreign,6968,27175200,3900.0,derived,7
Anuradhapura,2016,foreign,6563,25595700,3900.0,derived,8
Anuradhapura,2016,foreign,5251,20478900,3900.0,derived,9
Anuradhapura,2016,foreign,5675,22132500,3900.0,derived,10
Anuradhapura,2016,foreign,6701,26133900,3900.0,derived,11
Anuradhapura,2016,foreign,8650,33735000,3900.0,derived,12
Anuradhapura,2016,local,9336,560160,60.0,derived,1
Anuradhapura,2016,local,9251,555060,60.0,derived,2
Anuradhapura,2016,local,9160,549600,60.0,derived,3
Anuradhapura,2016,local,7137,428220,60.0,derived,4
Anuradhapura,2016,local,5954,357240,60.0,derived,5
Anuradhapura,2016,local,6572,394320,60.0,derived,6
Anuradhapura,2016,local,9637,578220,60.0,derived,7
Anuradhapura,2016,local,9076,544560,60.0,derived,8
Anuradhapura,2016,local,7263,435780,60.0,derived,9
Anuradhapura,2016,local,7848,470880,60.0,derived,10
Anuradhapura,2016,local,9268,556080,60.0,derived,11
Anuradhapura,2016,local,11964,717840,60.0,derived,12
Anuradhapura,2017,foreign,2212,8626800,3900.0,derived,1
Anuradhapura,2017,foreign,2192,8548800,3900.0,derived,2
Anuradhapura,2017,foreign,2171,8466900,3900.0,derived,3
Anuradhapura,2017,foreign,1691,6594900,3900.0,derived,4
Anuradhapura,2017,foreign,1411,5502900,3900.0,derived,5
Anuradhapura,2017,foreign,1557,6072300,3900.0,derived,6
Anuradhapura,2017,foreign,2284,8907600,3900.0,derived,7
Anuradhapura,2017,foreign,2151,8388900,3900.0,derived,8
Anuradhapura,2017,foreign,1721,6711900,3900.0,derived,9
Anuradhapura,2017,foreign,1860,7254000,3900.0,derived,10
Anuradhapura,2017,foreign,2196,8564400,3900.0,derived,11
Anuradhapura,2017,foreign,2835,11056500,3900.0,derived,12
Anuradhapura,2017,local,4255,255300,60.0,derived,1
Anuradhapura,2017,local,4216,252960,60.0,derived,2
Anuradhapura,2017,local,4175,250500,60.0,derived,3
Anuradhapura,2017,local,3253,195180,60.0,derived,4
Anuradhapura,2017,local,2714,162840,60.0,derived,5
Anuradhapura,2017,local,2995,179700,60.0,derived,6
Anuradhapura,2017,local,4392,263520,60.0,derived,7
Anuradhapura,2017,local,4137,248220,60.0,derived,8
Anuradhapura,2017,local,3310,198600,60.0,derived,9
Anuradhapura,2017,local,3577,214620,60.0,derived,10
Anuradhapura,2017,local,4224,253440,60.0,derived,11
Anuradhapura,2017,local,5453,327180,60.0,derived,12
Anuradhapura,2018,foreign,7770,30303000,3900.0,derived,1
Anuradhapura,2018,foreign,7699,30026100,3900.0,derived,2
Anuradhapura,2018,foreign,7623,29729700,3900.0,derived,3
Anuradhapura,2018,foreign,5940,23166000,3900.0,derived,4
Anuradhapura,2018,foreign,4956,19328400,3900.0,derived,5
Anuradhapura,2018,foreign,5469,21329100,3900.0,derived,6
Anuradhapura,2018,foreign,8021,31281900,3900.0,derived,7
Anuradhapura,2018,foreign,7554,29460600,3900.0,derived,8
Anuradhapura,2018,foreign,6045,23575500,3900.0,derived,9
Anuradhapura,2018,foreign,6532,25474800,3900.0,derived,10
Anuradhapura,2018,foreign,7714,30084600,3900.0,derived,11
Anuradhapura,2018,foreign,9957,38832300,3900.0,derived,12
Anuradhapura,2018,local,10836,650160,60.0,derived,1
Anuradhapura,2018,local,10738,644280,60.0,derived,2
Anuradhapura,2018,local,10632,637920,60.0,derived,3
Anuradhapura,2018,local,8284,497040,60.0,derived,4
Anuradhapura,2018,local,6912,414720,60.0,derived,5
Anuradhapura,2018,local,7628,457680,60.0,derived,6
Anuradhapura,2018,local,11186,671160,60.0,derived,7
Anuradhapura,2018,local,10536,632160,60.0,derived,8
Anuradhapura,2018,local,8431,505860,60.0,derived,9
Anuradhapura,2018,local,9110,546600,60.0,derived,10
Anuradhapura,2018,local,10758,645480,60.0,derived,11
Anuradhapura,2018,local,13887,833220,60.0,derived,12
Anuradhapura,2019,foreign,6172,24070800,3900.0,derived,1
Anuradhapura,2019,foreign,6116,23852400,3900.0,derived,2
Anuradhapura,2019,foreign,6056,23618400,3900.0,derived,3
Anuradhapura,2019,foreign,4719,18404100,3900.0,derived,4
Anuradhapura,2019,foreign,3937,15354300,3900.0,derived,5
Anuradhapura,2019,foreign,4345,16945500,3900.0,derived,6
Anuradhapura,2019,foreign,6372,24850800,3900.0,derived,7
Anuradhapura,2019,foreign,6001,23403900,3900.0,derived,8
Anuradhapura,2019,foreign,4802,18727800,3900.0,derived,9
Anuradhapura,2019,foreign,5189,20237100,3900.0,derived,10
Anuradhapura,2019,foreign,6128,23899200,3900.0,derived,11
Anuradhapura,2019,foreign,7910,30849000,3900.0,derived,12
Anuradhapura,2019,local,8755,525300,60.0,derived,1
Anuradhapura,2019,local,8675,520500,60.0,derived,2
Anuradhapura,2019,local,8590,515400,60.0,derived,3
Anuradhapura,2019,local,6693,401580,60.0,derived,4
Anuradhapura,2019,local,5584,335040,60.0,derived,5
Anuradhapura,2019,local,6163,369780,60.0,derived,6
Anuradhapura,2019,local,9037,542220,60.0,derived,7
Anuradhapura,2019,local,8512,510720,60.0,derived,8
Anuradhapura,2019,local,6811,408660,60.0,derived,9
Anuradhapura,2019,local,7360,441600,60.0,derived,10
Anuradhapura,2019,local,8691,521460,60.0,derived,11
Anuradhapura,2019,local,11219,673140,60.0,derived,12
Anuradhapura,2020,foreign,672,2620800,3900.0,derived,1
Anuradhapura,2020,foreign,666,2597400,3900.0,derived,2
Anuradhapura,2020,foreign,659,2570100,3900.0,derived,3
Anuradhapura,2020,foreign,514,2004600,3900.0,derived,4
Anuradhapura,2020,foreign,428,1669200,3900.0,derived,5
Anuradhapura,2020,foreign,473,1844700,3900.0,derived,6
Anuradhapura,2020,foreign,694,2706600,3900.0,derived,7
Anuradhapura,2020,foreign,653,2546700,3900.0,derived,8
Anuradhapura,2020,foreign,523,2039700,3900.0,derived,9
Anuradhapura,2020,foreign,565,2203500,3900.0,derived,10
Anuradhapura,2020,foreign,667,2601300,3900.0,derived,11
Anuradhapura,2020,foreign,861,3357900,3900.0,derived,12
Anuradhapura,2020,local,2885,173100,60.0,derived,1
Anuradhapura,2020,local,2859,171540,60.0,derived,2
Anuradhapura,2020,local,2831,169860,60.0,derived,3
Anuradhapura,2020,local,2205,132300,60.0,derived,4
Anuradhapura,2020,local,1840,110400,60.0,derived,5
Anuradhapura,2020,local,2031,121860,60.0,derived,6
Anuradhapura,2020,local,2978,178680,60.0,derived,7
Anuradhapura,2020,local,2805,168300,60.0,derived,8
Anuradhapura,2020,local,2244,134640,60.0,derived,9
Anuradhapura,2020,local,2425,145500,60.0,derived,10
Anuradhapura,2020,local,2864,171840,60.0,derived,11
Anuradhapura,2020,local,3697,221820,60.0,derived,12
Anuradhapura,2021,foreign,630,2457000,3900.0,derived,1
Anuradhapura,2021,foreign,625,2437500,3900.0,derived,2
Anuradhapura,2021,foreign,619,2414100,3900.0,derived,3
Anuradhapura,2021,foreign,482,1879800,3900.0,derived,4
Anuradhapura,2021,foreign,402,1567800,3900.0,derived,5
Anuradhapura,2021,foreign,444,1731600,3900.0,derived,6
Anuradhapura,2021,foreign,651,2538900,3900.0,derived,7
Anuradhapura,2021,foreign,613,2390700,3900.0,derived,8
Anuradhapura,2021,foreign,490,1911000,3900.0,derived,9
Anuradhapura,2021,foreign,530,2067000,3900.0,derived,10
Anuradhapura,2021,foreign,626,2441400,3900.0,derived,11
Anuradhapura,2021,foreign,808,3151200,3900.0,derived,12
Anuradhapura,2021,local,899,53940,60.0,derived,1
Anuradhapura,2021,local,891,53460,60.0,derived,2
Anuradhapura,2021,local,882,52920,60.0,derived,3
Anuradhapura,2021,local,687,41220,60.0,derived,4
Anuradhapura,2021,local,573,34380,60.0,derived,5
Anuradhapura,2021,local,633,37980,60.0,derived,6
Anuradhapura,2021,local,928,55680,60.0,derived,7
Anuradhapura,2021,local,874,52440,60.0,derived,8
Anuradhapura,2021,local,700,42000,60.0,derived,9
Anuradhapura,2021,local,756,45360,60.0,derived,10
Anuradhapura,2021,local,893,53580,60.0,derived,11
Anuradhapura,2021,local,1153,69180,60.0,derived,12
Anuradhapura,2022,foreign,2332,9094800,3900.0,derived,1
Anuradhapura,2022,foreign,2311,9012900,3900.0,derived,2
Anuradhapura,2022,foreign,2288,8923200,3900.0,derived,3
Anuradhapura,2022,foreign,1782,6949800,3900.0,derived,4
Anuradhapura,2022,foreign,1487,5799300,3900.0,derived,5
Anuradhapura,2022,foreign,1641,6399900,3900.0,derived,6
Anuradhapura,2022,foreign,2407,9387300,3900.0,derived,7
Anuradhapura,2022,foreign,2267,8841300,3900.0,derived,8
Anuradhapura,2022,foreign,1814,7074600,3900.0,derived,9
Anuradhapura,2022,foreign,1960,7644000,3900.0,derived,10
Anuradhapura,2022,foreign,2315,9028500,3900.0,derived,11
Anuradhapura,2022,foreign,2988,11653200,3900.0,derived,12
Anuradhapura,2022,local,3333,199980,60.0,derived,1
Anuradhapura,2022,local,3303,198180,60.0,derived,2
Anuradhapura,2022,local,3270,196200,60.0,derived,3
Anuradhapura,2022,local,2548,152880,60.0,derived,4
Anuradhapura,2022,local,2126,127560,60.0,derived,5
Anuradhapura,2022,local,2346,140760,60.0,derived,6
Anuradhapura,2022,local,3440,206400,60.0,derived,7
Anuradhapura,2022,local,3240,194400,60.0,derived,8
Anuradhapura,2022,local,2593,155580,60.0,derived,9
Anuradhapura,2022,local,2802,168120,60.0,derived,10
Anuradhapura,2022,local,3309,198540,60.0,derived,11
Anuradhapura,2022,local,4271,256260,60.0,derived,12
Anuradhapura,2023,foreign,6033,23528700,3900.0,derived,1
Anuradhapura,2023,foreign,5978,23314200,3900.0,derived,2
Anuradhapura,2023,foreign,5919,23084100,3900.0,derived,3
Anuradhapura,2023,foreign,4612,17986800,3900.0,derived,4
Anuradhapura,2023,foreign,3848,15007200,3900.0,derived,5
Anuradhapura,2023,foreign,4247,16563300,3900.0,derived,6
Anuradhapura,2023,foreign,6227,24285300,3900.0,derived,7
Anuradhapura,2023,foreign,5865,22873500,3900.0,derived,8
Anuradhapura,2023,foreign,4693,18302700,3900.0,derived,9
Anuradhapura,2023,foreign,5071,19776900,3900.0,derived,10
Anuradhapura,2023,foreign,5989,23357100,3900.0,derived,11
Anuradhapura,2023,foreign,7731,30150900,3900.0,derived,12
Anuradhapura,2023,local,7472,448320,60.0,derived,1
Anuradhapura,2023,local,7404,444240,60.0,derived,2
Anuradhapura,2023,local,7331,439860,60.0,derived,3
Anuradhapura,2023,local,5712,342720,60.0,derived,4
Anuradhapura,2023,local,4766,285960,60.0,derived,5
Anuradhapura,2023,local,5260,315600,60.0,derived,6
Anuradhapura,2023,local,7713,462780,60.0,derived,7
Anuradhapura,2023,local,7264,435840,60.0,derived,8
Anuradhapura,2023,local,5813,348780,60.0,derived,9
Anuradhapura,2023,local,6281,376860,60.0,derived,10
Anuradhapura,2023,local,7418,445080,60.0,derived,11
Anuradhapura,2023,local,9575,574500,60.0,derived,12
Anuradhapura,2024,foreign,6745,26305500,3900.0,derived,1
Anuradhapura,2024,foreign,6684,26067600,3900.0,derived,2
Anuradhapura,2024,foreign,6618,25810200,3900.0,derived,3
Anuradhapura,2024,foreign,5156,20108400,3900.0,derived,4
Anuradhapura,2024,foreign,4302,16777800,3900.0,derived,5
Anuradhapura,2024,foreign,4748,18517200,3900.0,derived,6
Anuradhapura,2024,foreign,6963,27155700,3900.0,derived,7
Anuradhapura,2024,foreign,6558,25576200,3900.0,derived,8
Anuradhapura,2024,foreign,5247,20463300,3900.0,derived,9
Anuradhapura,2024,foreign,5670,22113000,3900.0,derived,10
Anuradhapura,2024,foreign,6696,26114400,3900.0,derived,11
Anuradhapura,2024,foreign,8644,33711600,3900.0,derived,12
Anuradhapura,2024,local,9456,567360,60.0,derived,1
Anuradhapura,2024,local,9371,562260,60.0,derived,2
Anuradhapura,2024,local,9278,556680,60.0,derived,3
Anuradhapura,2024,local,7229,433740,60.0,derived,4
Anuradhapura,2024,local,6031,361860,60.0,derived,5
Anuradhapura,2024,local,6657,399420,60.0,derived,6
Anuradhapura,2024,local,9761,585660,60.0,derived,7
Anuradhapura,2024,local,9194,551640,60.0,derived,8
Anuradhapura,2024,local,7357,441420,60.0,derived,9
Anuradhapura,2024,local,7950,477000,60.0,derived,10
Anuradhapura,2024,local,9388,563280,60.0,derived,11
Anuradhapura,2024,local,12118,727080,60.0,derived,12
Anuradhapura,2025,foreign,14685,57271500,3900.0,derived,1
Anuradhapura,2025,foreign,14552,56752800,3900.0,derived,2
Anuradhapura,2025,foreign,14408,56191200,3900.0,derived,3
Anuradhapura,2025,foreign,11226,43781400,3900.0,derived,4
Anuradhapura,2025,foreign,9366,36527400,3900.0,derived,5
Anuradhapura,2025,foreign,10337,40314300,3900.0,derived,6
Anuradhapura,2025,foreign,15159,59120100,3900.0,derived,7
Anuradhapura,2025,foreign,14277,55680300,3900.0,derived,8
Anuradhapura,2025,foreign,11425,44557500,3900.0,derived,9
Anuradhapura,2025,foreign,12345,48145500,3900.0,derived,10
Anuradhapura,2025,foreign,14579,56858100,3900.0,derived,11
Anuradhapura,2025,foreign,18818,73390200,3900.0,derived,12
Anuradhapura,2025,local,10305,618300,60.0,derived,1
Anuradhapura,2025,local,10212,612720,60.0,derived,2
Anuradhapura,2025,local,10111,606660,60.0,derived,3
Anuradhapura,2025,local,7879,472740,60.0,derived,4
Anuradhapura,2025,local,6573,394380,60.0,derived,5
Anuradhapura,2025,local,7255,435300,60.0,derived,6
Anuradhapura,2025,local,10638,638280,60.0,derived,7
Anuradhapura,2025,local,10019,601140,60.0,derived,8
Anuradhapura,2025,local,8018,481080,60.0,derived,9
Anuradhapura,2025,local,8664,519840,60.0,derived,10
Anuradhapura,2025,local,10231,613860,60.0,derived,11
Anuradhapura,2025,local,13207,792420,60.0,derived,12
Arugam Bay,2015,foreign,578,289000,500.0,derived,1
Arugam Bay,2015,foreign,578,289000,500.0,derived,2
Arugam Bay,2015,foreign,963,481500,500.0,derived,3
Arugam Bay,2015,foreign,1734,867000,500.0,derived,4
Arugam Bay,2015,foreign,2313,1156500,500.0,derived,5
Arugam Bay,2015,foreign,2505,1252500,500.0,derived,6
Arugam Bay,2015,foreign,2698,1349000,500.0,derived,7
Arugam Bay,2015,foreign,2505,1252500,500.0,derived,8
Arugam Bay,2015,foreign,2120,1060000,500.0,derived,9
Arugam Bay,2015,foreign,1542,771000,500.0,derived,10
