destination,year,month,month_name,predicted_tourist_arrivals,predicted_foreign_visitors,predicted_local_visitors,confidence_lower,confidence_upper,estimated_revenue_lkr,estimated_foreign_revenue_lkr,estimated_local_revenue_lkr,national_arrivals,national_lower,national_upper,model_used,mape_pct,forecast_horizon_years,calibration_basis,data_source
Jaffna,2029,12,December,34198,2540,31658,25648,42747,4518090,2949164,1568926,416480,197660,635300,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,12,December,17992,5102,12890,13494,22490,29530573,27776063,1754509,416480,197660,635300,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,12,December,121879,46253,75626,91409,152348,277079300,254391500,22687800,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,12,December,77331,29347,47984,57998,96663,175803700,161408500,14395200,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,12,December,165389,62765,102624,124041,206736,375994700,345207500,30787200,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,12,December,59879,22724,37155,44909,74848,136128500,124982000,11146500,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,12,December,94508,35866,58642,70881,118135,214855600,197263000,17592600,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,12,December,19958,7574,12384,14968,24947,45372200,41657000,3715200,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,12,December,70880,26899,43981,53160,88600,161138800,147944500,13194300,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,12,December,44645,16943,27702,33483,55806,101497100,93186500,8310600,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,12,December,74170,28148,46022,55627,92712,168620600,154814000,13806600,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,12,December,92895,35254,57641,69671,116118,211189300,193897000,17292300,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,12,December,50648,19221,31427,37986,63310,115143600,105715500,9428100,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,12,December,44800,17002,27798,33600,56000,101850400,93511000,8339400,416480,197660,635300,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2030,1,January,159614,102095,57519,111729,207498,650904516,645331610,5572906,417453,191431,643475,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,1,January,168413,109424,58989,117889,218936,728434965,720162300,8272665,417453,191431,643475,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,1,January,47320,9070,38250,33124,61516,71504122,65976176,5527945,417453,191431,643475,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,1,January,33992,20180,13812,23794,44189,155654920,153610018,2044902,417453,191431,643475,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,1,January,46411,30000,16411,32487,60334,152914666,149857947,3056718,417453,191431,643475,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,1,January,22592,18804,3788,15814,29369,41552427,41181263,371164,417453,191431,643475,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,1,January,29396,2546,26850,20577,38214,4286779,2956131,1330648,417453,191431,643475,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,1,January,16046,5114,10932,11232,20859,29329392,27841393,1487998,417453,191431,643475,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,1,January,110502,46361,64141,77351,143652,274227800,254985500,19242300,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,1,January,70111,29415,40696,49077,91144,173991300,161782500,12208800,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,1,January,149950,62912,87038,104965,194935,372127400,346016000,26111400,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,1,January,54289,22777,31512,38002,70575,134727100,125273500,9453600,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,1,January,85686,35950,49736,59980,111391,212645800,197725000,14920800,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,1,January,18096,7592,10504,12667,23524,44907200,41756000,3151200,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,1,January,64264,26962,37302,44984,83543,159481600,148291000,11190600,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,1,January,40477,16982,23495,28333,52620,100449500,93401000,7048500,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,1,January,67246,28213,39033,47072,87419,166881400,155171500,11709900,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,1,January,84223,35336,48887,58956,109489,209014100,194348000,14666100,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,1,January,45920,19266,26654,32143,59696,113959200,105963000,7996200,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,1,January,40618,17041,23577,28432,52803,100798600,93725500,7073100,417453,191431,643475,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,2,February,157227,100514,56713,110058,204395,640833092,635338277,5494814,410990,178586,643394,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,2,February,165893,107730,58163,116125,215660,717170247,709013421,8156826,410990,178586,643394,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,2,February,46644,8930,37714,32650,60637,70408283,64957801,5450481,410990,178586,643394,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,2,February,33485,19867,13618,23439,43530,153243644,151227464,2016179,410990,178586,643394,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,2,February,45716,29535,16181,32001,59430,150549027,147535149,3013878,410990,178586,643394,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,2,February,22248,18513,3735,15573,28922,40909936,40543965,365971,410990,178586,643394,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,2,February,28980,2506,26474,20286,37674,4221702,2909687,1312014,410990,178586,643394,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,2,February,15814,5035,10779,11069,20558,28878478,27411305,1467173,410990,178586,643394,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,2,February,108886,45644,63242,76220,141551,270014600,251042000,18972600,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,2,February,69086,28960,40126,48360,89811,171317800,159280000,12037800,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,2,February,147757,61938,85819,103429,192084,366404700,340659000,25745700,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,2,February,53494,22424,31070,37445,69542,132653000,123332000,9321000,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,2,February,84432,35393,49039,59102,109761,209373200,194661500,14711700,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,2,February,17830,7474,10356,12481,23179,44213800,41107000,3106800,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,2,February,63324,26545,36779,44326,82321,157031200,145997500,11033700,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,2,February,39884,16719,23165,27918,51849,98904000,91954500,6949500,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,2,February,66263,27777,38486,46384,86141,164319300,152773500,11545800,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,2,February,82991,34789,48202,58093,107888,205800100,191339500,14460600,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,2,February,45247,18967,26280,31672,58821,112202500,104318500,7884000,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,2,February,40023,16777,23246,28016,52029,99247300,92273500,6973800,410990,178586,643394,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,3,March,154120,98428,55692,107884,200356,627548785,622152893,5395891,402461,163750,641172,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,3,March,162609,105494,57115,113826,211391,702307281,694297427,8009854,402461,163750,641172,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,3,March,45780,8745,37035,32045,59514,68964442,63612091,5352351,402461,163750,641172,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,3,March,32828,19455,13373,22979,42676,150071230,148091323,1979907,402461,163750,641172,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,3,March,44811,28922,15889,31367,58254,147432542,144473052,2959490,402461,163750,641172,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,3,March,21797,18129,3668,15257,28336,40062401,39702995,359406,402461,163750,641172,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,3,March,28451,2454,25997,19915,36986,4137686,2849311,1288374,402461,163750,641172,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,3,March,15516,4931,10585,10861,20170,28285880,26845113,1440766,402461,163750,641172,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,3,March,106800,44697,62103,74760,138840,264464400,245833500,18630900,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,3,March,67762,28359,39403,47433,88090,167795400,155974500,11820900,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,3,March,144926,60653,84273,101448,188403,358873400,333591500,25281900,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,3,March,52469,21959,30510,36728,68209,129927500,120774500,9153000,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,3,March,82814,34658,48156,57969,107658,205065800,190619000,14446800,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,3,March,17489,7319,10170,12242,22735,43305500,40254500,3051000,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,3,March,62111,25994,36117,43477,80744,153802100,142967000,10835100,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,3,March,39120,16372,22748,27384,50856,96870400,90046000,6824400,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,3,March,64993,27200,37793,45495,84490,160937900,149600000,11337900,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,3,March,81401,34067,47334,56980,105821,201568700,187368500,14200200,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,3,March,44381,18574,25807,31066,57695,109899100,102157000,7742100,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,3,March,39256,16429,22827,27479,51032,97207600,90359500,6848100,402461,163750,641172,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,4,April,128808,85363,43445,90165,167450,543779725,539570421,4209303,349039,104184,593895,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,4,April,136047,91491,44556,95232,176861,608386757,602138187,6248569,349039,104184,593895,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,4,April,36475,7584,28891,25532,47417,59342218,55166849,4175369,349039,104184,593895,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,4,April,27305,16873,10432,19113,35496,129981642,128437157,1544484,349039,104184,593895,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,4,April,37478,25083,12395,26234,48721,127604926,125296230,2308696,349039,104184,593895,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,4,April,18583,15722,2861,13008,24157,34711933,34431601,280332,349039,104184,593895,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,4,April,22408,2128,20280,15685,29130,3475844,2470796,1005048,349039,104184,593895,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,4,April,12533,4276,8257,8773,16292,24403087,23279194,1123893,349039,104184,593895,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,4,April,87210,38764,48446,61046,113373,227735800,213202000,14533800,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,4,April,55333,24595,30738,38733,71932,144493900,135272500,9221400,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,4,April,118343,52602,65741,82840,153845,309033300,289311000,19722300,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,4,April,42845,19044,23801,29991,55698,111882300,104742000,7140300,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,4,April,67624,30058,37566,47336,87911,176588800,165319000,11269800,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,4,April,14281,6348,7933,9996,18565,37293900,34914000,2379900,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,4,April,50718,22543,28175,35502,65933,132439000,123986500,8452500,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,4,April,31945,14199,17746,22361,41528,83418300,78094500,5323800,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,4,April,53072,23590,29482,37150,68993,138589600,129745000,8844600,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,4,April,66470,29545,36925,46529,86411,173575000,162497500,11077500,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,4,April,36240,16108,20132,25368,47112,94633600,88594000,6039600,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,4,April,32056,14248,17808,22439,41672,83706400,78364000,5342400,349039,104184,593895,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,5,May,111612,75730,35882,78128,145095,482157794,478681255,3476538,309651,58802,560500,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,5,May,117965,81166,36799,82575,153354,539346030,534185309,5160721,309651,58802,560500,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,5,May,30589,6728,23861,21412,39765,52388637,48940211,3448426,309651,58802,560500,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,5,May,23585,14969,8616,16509,30660,115219543,113943922,1275620,309651,58802,560500,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,5,May,32490,22253,10237,22743,42237,113066377,111159630,1906746,309651,58802,560500,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,5,May,16311,13948,2363,11417,21204,30778030,30546493,231536,309651,58802,560500,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,5,May,18638,1888,16750,13046,24229,3022241,2192135,830106,309651,58802,560500,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,5,May,10613,3794,6819,7429,13796,21583274,20655112,928161,309651,58802,560500,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,5,May,74402,34389,40013,52081,96722,201143400,189139500,12003900,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,5,May,47206,21819,25387,33044,61367,127620600,120004500,7616100,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,5,May,100963,46666,54297,70674,131251,272952100,256663000,16289100,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,5,May,36553,16895,19658,25587,47518,98819900,92922500,5897400,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,5,May,57692,26666,31026,40384,74999,155970800,146663000,9307800,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,5,May,12183,5631,6552,8528,15837,32936100,30970500,1965600,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,5,May,43269,19999,23270,30288,56249,116975500,109994500,6981000,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,5,May,27253,12597,14656,19077,35428,73680300,69283500,4396800,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,5,May,45277,20927,24350,31693,58860,122403500,115098500,7305000,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,5,May,56708,26211,30497,39695,73720,153309600,144160500,9149100,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,5,May,30917,14290,16627,21641,40192,83583100,78595000,4988100,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,5,May,27348,12640,14708,19143,35552,73932400,69520000,4412400,309651,58802,560500,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,6,June,115789,77012,38777,81052,150525,490541671,486784641,3757029,314892,58188,571595,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,6,June,122309,82540,39769,85616,159001,548805379,543228142,5577236,314892,58188,571595,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,6,June,32629,6842,25787,22840,42417,53496234,49769459,3726774,314892,58188,571595,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,6,June,24533,15222,9311,17173,31892,117248274,115869757,1378517,314892,58188,571595,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,6,June,33692,22629,11063,23584,43799,115098448,113037850,2060597,314892,58188,571595,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,6,June,16738,14184,2554,11716,21759,31313591,31063339,250251,314892,58188,571595,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,6,June,20021,1920,18101,14014,26027,3126350,2229289,897060,314892,58188,571595,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,6,June,11228,3858,7370,7859,14596,22006698,21003538,1003160,314892,58188,571595,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,6,June,78213,34971,43242,54749,101676,205313100,192340500,12972600,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,6,June,49624,22188,27436,34736,64511,130264800,122034000,8230800,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,6,June,106134,47456,58678,74293,137974,278611400,261008000,17603400,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,6,June,38425,17181,21244,26897,49952,100868700,94495500,6373200,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,6,June,60647,27117,33530,42452,78841,159202500,149143500,10059000,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,6,June,12808,5727,7081,8965,16650,33622800,31498500,2124300,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,6,June,45486,20338,25148,31840,59131,119403400,111859000,7544400,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,6,June,28649,12810,15839,20054,37243,75206700,70455000,4751700,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,6,June,47597,21282,26315,33317,61876,124945500,117051000,7894500,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,6,June,59612,26654,32958,41728,77495,156484400,146597000,9887400,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,6,June,32501,14532,17969,22750,42251,85316700,79926000,5390700,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,6,June,28748,12854,15894,20123,37372,75465200,70697000,4768200,314892,58188,571595,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,7,July,150426,92449,57977,105298,195553,589977553,584360272,5617281,378013,115586,640440,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,7,July,158545,99086,59459,110981,206108,660462442,652123863,8338578,378013,115586,640440,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,7,July,46767,8213,38554,32736,60797,65314144,59742264,5571879,378013,115586,640440,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,7,July,32195,18273,13922,22536,41853,141155135,139093947,2061187,378013,115586,640440,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,7,July,43706,27165,16541,30594,56817,138777303,135696371,3080932,378013,115586,640440,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,7,July,20846,17028,3818,14592,27099,37665879,37291775,374103,378013,115586,640440,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,7,July,29369,2305,27064,20558,38179,4017562,2676309,1341253,378013,115586,640440,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,7,July,15650,4631,11019,10955,20345,26711708,25211868,1499840,378013,115586,640440,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,7,July,106632,41981,64651,74642,138621,250290800,230895500,19395300,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,7,July,67656,26636,41020,47359,87952,158804000,146498000,12306000,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,7,July,144699,56968,87731,101289,188108,339643300,313324000,26319300,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,7,July,52387,20625,31762,36670,68103,122966100,113437500,9528600,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,7,July,82685,32553,50132,57879,107490,194081100,179041500,15039600,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,7,July,17462,6875,10587,12223,22700,40988600,37812500,3176100,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,7,July,62014,24415,37599,43409,80618,145562200,134282500,11279700,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,7,July,39060,15378,23682,27342,50778,91683600,84579000,7104600,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,7,July,64891,25548,39343,45423,84358,152316900,140514000,11802900,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,7,July,81273,31997,49276,56891,105654,190766300,175983500,14782800,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,7,July,44311,17445,26866,31017,57604,104007300,95947500,8059800,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,7,July,39195,15431,23764,27436,50953,91999700,84870500,7129200,378013,115586,640440,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,8,August,145470,90707,54763,101829,189111,578655159,573349276,5305882,370889,102861,638917,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,8,August,153381,97218,56163,107366,199395,647706167,639829822,7876344,370889,102861,638917,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,8,August,44476,8059,36417,31133,57818,63885089,58622051,5263037,370889,102861,638917,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,8,August,31079,17929,13150,21755,40402,138422313,136475422,1946891,370889,102861,638917,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,8,August,42277,26653,15624,29593,54960,136048927,133138796,2910131,370889,102861,638917,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,8,August,20314,16707,3607,14219,26408,36942206,36588777,353429,370889,102861,638917,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,8,August,27826,2262,25564,19478,36173,3893298,2626382,1266915,370889,102861,638917,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,8,August,14952,4544,10408,10466,19437,26154901,24738226,1416674,370889,102861,638917,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,8,August,102258,41190,61068,71580,132935,244865400,226545000,18320400,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,8,August,64880,26134,38746,45416,84344,155360800,143737000,11623800,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,8,August,138763,55895,82868,97134,180391,332282900,307422500,24860400,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,8,August,50238,20236,30002,35166,65309,120298600,111298000,9000600,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,8,August,79293,31940,47353,55505,103080,189875900,175670000,14205900,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,8,August,16745,6745,10000,11721,21768,40097500,37097500,3000000,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,8,August,59470,23955,35515,41629,77311,142407000,131752500,10654500,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,8,August,37457,15088,22369,26219,48694,89694700,82984000,6710700,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,8,August,62229,25066,37163,43560,80897,149011900,137863000,11148900,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,8,August,77939,31394,46545,54557,101320,186630500,172667000,13963500,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,8,August,42494,17117,25377,29745,55242,101756600,94143500,7613100,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,8,August,37587,15140,22447,26310,48863,90004100,83270000,6734100,370889,102861,638917,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,9,September,124422,81147,43275,87095,161748,517114367,512921535,4192832,331801,58286,605315,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,9,September,131353,86972,44381,91947,170758,578620901,572396874,6224027,331801,58286,605315,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,9,September,35987,7209,28778,25190,46783,56598096,52439058,4159038,331801,58286,605315,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,9,September,26430,16039,10391,18501,34359,123627169,122088755,1538414,331801,58286,605315,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,9,September,36191,23844,12347,25333,47048,121406853,119107096,2299756,331801,58286,605315,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,9,September,17796,14946,2850,12457,23134,33011395,32732140,279255,331801,58286,605315,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,9,September,22224,2023,20201,15556,28891,3350015,2348882,1001133,331801,58286,605315,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,9,September,12290,4065,8225,8603,15977,23250015,22130478,1119537,331801,58286,605315,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,9,September,85106,36849,48257,59574,110637,217146600,202669500,14477100,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,9,September,53998,23380,30618,37798,70197,137775400,128590000,9185400,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,9,September,115488,50004,65484,80841,150134,294667200,275022000,19645200,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
